Source          Target         
11074367        8793781        
11074367        20070027715    
11074367        8984031        
11074367        7725474        
11074367        9483659        
11074367        20170289199    
11074367        9154556        
11074367        20150154520    
11074367        8707451        
11074367        9158655        
11074367        20150262189    
11074367        9401900        
11074367        9094434        
11074367        9767309        
11074367        8640110        
11074367        8681984        
11074367        20170208084    
11074367        20190266201    
11074367        9740987        
11074367        20190392170    
11074367        7058970        
11074367        8966575        
11074367        8763082        
11074367        9916703        
11074367        8180759        
11074367        20170154188    
11074367        20190087570    
11074367        6408336        
11074367        9721108        
11074367        20180301222    
11074367        7353204        
11074367        8959584        
11074367        20130124257    
11074367        9129311        
11074367        9426177        
11074367        6826693        
11074367        9887965        
11074367        20140283106    
11074367        6374237        
11074367        8560956        
11074367        7343434        
11074367        10373119       
11074367        10387657       
11074367        6886101        
11074367        10346186       
11074367        7383570        
11074367        20090172705    
11074367        6442688        
11074367        20030093680    
11074367        6985887        
11074367        10438016       
11074367        7958494        
11074367        10346638       
11074367        20160180386    
11074367        20170270318    
11074367        20200410132    
11074367        20160071112    
11074367        20020161594    
11074367        8990933        
11074367        9838407        
11074367        10289870       
11074367        20140337041    
11074367        9253609        
11074367        8196176        
11074367        8914299        
11074367        10984458       
11074367        9348862        
11074367        10127403       
11074367        20100228786    
11074367        20170193624    
11074367        10032172       
11074367        10650408       
11074367        20200252817    
11074367        6263335        
11074367        8250051        
11074367        8620952        
11074367        9606971        
11074367        20120102543    
11074367        9047582        
11074367        9170996        
11074367        10122663       
11074367        8032721        
11074367        10860742       
11074367        20150235050    
11074367        7047517        
11074367        8380630        
11074367        8918632        
11074367        20140032265    
11074367        10055426       
11074367        6755344        
11074367        9111295        
11074367        20050144066    
11074367        9049314        
11074367        20200210620    
11074367        10834590       
11074367        10169762       
11074367        10535081       
11074367        7590705        
11074367        9983936        
11074367        7247625        
11074367        20200344243    
11074367        8316237        
11074367        20140052463    
11074367        20180285887    
11074367        6904417        
11074367        9836598        
11074367        20100268628    
11074367        20140337466    
11074367        10284604       
11074367        20180248914    
11074367        20160378762    
11074367        8185409        
11074367        10785173       
11074367        9338188        
11074367        9369488        
11074367        7630874        
11074367        9898613        
11074367        20160321582    
11074367        9652314        
11074367        20100192201    
11074367        8176061        
11074367        8146074        
11074367        9336400        
11074367        9973585        
11074367        7424680        
11074367        8166406        
11074367        8423954        
11074367        10796020       
11074367        20140006355    
11074367        20200410131    
11074367        7975000        
11074367        9549047        
11074367        20170115864    
11074367        20090158249    
11074367        20140142988    
11074367        20150199702    
11074367        20150106949    
11074367        8856534        
11074367        8938221        
11074367        9280581        
11074367        9462009        
11074367        20180307859    
11074367        9003295        
11074367        7216340        
11074367        7930197        
11074367        20120226621    
11074367        9600181        
11074367        6016394        
11074367        6148342        
11074367        7181438        
11074367        8700524        
11074367        10102533       
11074367        20160140466    
11074367        20170180378    
11074367        7885841        
11074367        10353673       
11074367        10963571       
11074367        20170180505    
11074367        7391854        
11074367        10015164       
11074367        20140074645    
11074367        7673282        
11074367        20160026394    
11074367        7657476        
11074367        10546135       
11074367        9317715        
11074367        20040088235    
11074367        8082539        
11074367        20160321748    
11074367        10713387       
11074367        20190272492    
11074367        7853925        
11074367        9477523        
11074367        9450940        
11074367        9473446        
11074367        10091312       
11074367        9946897        
11074367        6732109        
11074367        10452866       
11074367        10740487       
11074367        6374252        
11074367        20140317171    
11074367        7322047        
11074367        8930897        
11074367        20100094650    
11074367        9201770        
11074367        8805925        
11074367        20160103963    
11074367        20170287031    
11074367        8799984        
11074367        7921152        
11074367        8578501        
11074367        9069940        
11074367        7171379        
11074367        10268838       
11074367        10769302       
11074367        9043480        
11074367        20150199541    
11074367        20200110589    
11074367        20200364369    
11074367        10572684       
11074367        7516882        
11074367        10437412       
11074367        10671749       
11074367        9734255        
11074367        10346635       
11074367        9619661        
11074367        20150033112    
11074367        7567541        
11074367        8914902        
11074367        9936127        
11074367        10685140       
11074367        20090187764    
11074367        20100205057    
11074367        20140222468    
11074367        20170249710    
11074367        10025804       
11074367        10564936       
11074367        7370025        
11074367        20080015927    
11074367        9183100        
11074367        8918306        
11074367        20160234319    
11074367        9106691        
11074367        9922124        
11074367        10310723       
11074367        8744894        
11074367        20150264417    
11074367        9344297        
11074367        9100778        
11074367        7606783        
11074367        8689292        
11074367        7650497        
11074367        10417401       
11074367        8996417        
11074367        20180082368    
11074367        20200372178    
11074367        9344424        
11074367        7124101        
11074367        9848005        
11074367        10878127       
11074367        20030097451    
11074367        20160188450    
11074367        9571991        
11074367        10348726       
11074367        20050197884    
11074367        20110006996    
11074367        10592648       
11074367        20150379430    
11074367        9553918        
11074367        20200090197    
11074367        7844640        
11074367        7225460        
11074367        7548968        
11074367        9172706        
11074367        20080195436    
11074367        8516076        
11074367        9672355        
11074367        20160012465    
11074367        10318761       
11074367        6253203        
11074367        7127741        
11074367        8667074        
11074367        20180349583    
11074367        8117441        
11074367        20120144499    
11074367        20070192438    
11074367        9552470        
11074367        7870608        
11074367        9411967        
11074367        9961070        
11074367        20090204452    
11074367        20160162269    
11074367        10732865       
11074367        9336332        
11074367        20170068785    
11074367        8769242        
11074367        10304442       
11074367        7127705        
11074367        20150143258    
11074367        10140666       
11074367        20160381560    
11074367        20170142158    
11074367        20180131658    
11074367        9473535        
11074367        9626124        
11074367        8935342        
11074367        10574705       
11074367        20190096020    
11074367        8156105        
11074367        20180352003    
11074367        10165011       
11074367        8146054        
11074367        8935266        
11074367        20190332802    
11074367        7275063        
11074367        8539359        
11074367        20070130101    
11074367        9026526        
11074367        10176503       
11074367        20170278004    
11074367        6611812        
11074367        9672053        
11074367        20150356362    
11074367        10749870       
11074367        9536108        
11074367        20090022301    
11074367        9215076        
11074367        20130254699    
11074367        7730142        
11074367        8677472        
11074367        9959582        
11074367        20170308875    
11074367        20030167216    
11074367        8474012        
11074367        9892442        
11074367        20170220685    
11074367        20170046753    
11074367        10129211       
11074367        20130111323    
11074367        9558497        
11074367        10564815       
11074367        10311042       
11074367        9990499        
11074367        10452864       
11074367        8627114        
11074367        8266231        
11074367        9860226        
11074367        8793614        
11074367        10013577       
11074367        9348802        
11074367        9767202        
11074367        20200356695    
11074367        8037409        
11074367        9317697        
11074367        10255602       
11074367        10706226       
11074367        20090216610    
11074367        20170330197    
11074367        9189642        
11074367        6993448        
11074367        6978270        
11074367        8429758        
11074367        20200293679    
11074367        8286239        
11074367        6757888        
11074367        20070061393    
11074367        20200082270    
11074367        20120116923    
11074367        20160232465    
11074367        20170220964    
11074367        7788212        
11074367        7487170        
11074367        20060253597    
11074367        6363488        
11074367        9953189        
11074367        20190333118    
11074367        20150242778    
11074367        20190384934    
11074367        6601233        
11074367        9465800        
11074367        10747893       
11074367        8578481        
11074367        20060031078    
11074367        20100100398    
11074367        20150310227    
11074367        20180131574    
11074367        20160342811    
11074367        20200410117    
11074367        8943548        
11074367        9288556        
11074367        20140108173    
11074367        9992213        
11074367        7313575        
11074367        8612993        
11074367        8826446        
11074367        7409354        
11074367        9344484        
11074367        9912625        
11074367        9152820        
11074367        10534851       
11074367        8683502        
11074367        8751285        
11074367        8275793        
11074367        8370794        
11074367        8565729        
11074367        7617167        
11074367        20160255139    
11074367        10572686       
11074367        20190138496    
11074367        10007895       
11074367        20050033616    
11074367        20140324480    
11074367        20160143570    
11074367        20200272764    
11074367        8832854        
11074367        20140143011    
11074367        10445526       
11074367        20210012341    
11074367        8601591        
11074367        7607120        
11074367        9384199        
11074367        10437860       
11074367        20130159351    
11074367        7493282        
11074367        20170171235    
11074367        10002064       
11074367        20020077941    
11074367        20080270203    
11074367        7877327        
11074367        8959568        
11074367        8943076        
11074367        9571526        
11074367        20090037975    
11074367        20040098493    
11074367        9201572        
11074367        8682698        
11074367        20150026260    
11074367        7069427        
11074367        20130340086    
11074367        20040025053    
11074367        20170316400    
11074367        7223234        
11074367        9798749        
11074367        20050198177    
11074367        6282548        
11074367        20090204820    
11074367        20130103485    
11074367        20160099963    
11074367        20160225000    
11074367        20190392171    
11074367        7953725        
11074367        9582681        
11074367        9942276        
11074367        10021143       
11074367        20060156052    
11074367        20140047551    
11074367        7917888        
11074367        20190378073    
11074367        7523053        
11074367        20190050547    
11074367        8578166        
11074367        8510199        
11074367        20070157311    
11074367        9336324        
11074367        10282370       
11074367        10091214       
11074367        10395201       
11074367        8418226        
11074367        10445508       
11074367        7051038        
11074367        20120110674    
11074367        7251624        
11074367        10671760       
11074367        7822620        
11074367        20190362268    
11074367        20140250537    
11074367        8095923        
11074367        7930753        
11074367        7657694        
11074367        9762553        
11074367        8650399        
11074367        20110137696    
11074367        8312549        
11074367        8214803        
11074367        8819253        
11074367        7620644        
11074367        10846433       
11074367        10565236       
11074367        8615731        
11074367        6625602        
11074367        20170286719    
11074367        9215252        
11074367        7756987        
11074367        20170032395    
11074367        9064033        
11074367        9417859        
11074367        9288118        
11074367        20170353404    
11074367        20150149362    
11074367        9240987        
11074367        20150178740    
11074367        8429179        
11074367        20160292621    
11074367        10896394       
11074367        20130254649    
11074367        20200143797    
11074367        8966597        
11074367        20110082794    
11074367        8583694        
11074367        8996480        
11074367        6591272        
11074367        20050076294    
11074367        9571559        
11074367        20110190009    
11074367        20060224422    
11074367        20140289862    
11074367        9245126        
11074367        9864735        
11074367        20060075122    
11074367        20200020454    
11074367        20140019561    
11074367        20130218829    
11074367        7454508        
11074367        8504481        
11074367        8983972        
11074367        20190180051    
11074367        10122760       
11074367        7478157        
11074367        9460136        
11074367        8893286        
11074367        6122627        
11074367        8156158        
11074367        9081952        
11074367        9804928        
11074367        20080028435    
11074367        9760635        
11074367        9098515        
11074367        8234377        
11074367        8275632        
11074367        20180063174    
11074367        8793650        
11074367        20160034918    
11074367        20120259752    
11074367        10606916       
11074367        20140288971    
11074367        20140344015    
11074367        8769671        
11074367        7827523        
11074367        20160262163    
11074367        20020129216    
11074367        20200226196    
11074367        8832649        
11074367        7003560        
11074367        8977234        
11074367        8805707        
11074367        8812342        
11074367        9396332        
11074367        20030041250    
11074367        20090210347    
11074367        8977643        
11074367        9460307        
11074367        7774745        
11074367        7991559        
11074367        8914263        
11074367        10019741       
11074367        9892441        
11074367        9509674        
11074367        9524500        
11074367        20180239500    
11074367        7051036        
11074367        10223533       
11074367        20140040979    
11074367        9602529        
11074367        10404729       
11074367        20200210558    
11074367        7313699        
11074367        20150066577    
11074367        20080288271    
11074367        20140006616    
11074367        20180041498    
11074367        20200186355    
11074367        20110231896    
11074367        20120084349    
11074367        7788726        
11074367        20130185806    
11074367        20140089039    
11074367        10044761       
11074367        9501523        
11074367        8601467        
11074367        20150310575    
11074367        8020206        
11074367        9058590        
11074367        9800605        
11074367        9569752        
11074367        7143091        
11074367        8381180        
11074367        7966663        
11074367        8843487        
11074367        9537546        
11074367        7966599        
11074367        8997213        
11074367        9003552        
11074367        7398393        
11074367        20130290169    
11074367        7272818        
11074367        7681034        
11074367        10250594       
11074367        20180063190    
11074367        20140278730    
11074367        10181043       
11074367        6990454        
11074367        8626671        
11074367        10001975       
11074367        6938041        
11074367        9705840        
11074367        20150242858    
11074367        8606746        
11074367        8583766        
11074367        7954150        
11074367        7729940        
11074367        20020161733    
11074367        8468244        
11074367        8712813        
11074367        7120800        
11074367        9892444        
11074367        7167842        
11074367        10333975       
11074367        9798826        
11074367        7636742        
11074367        7454457        
11074367        7095854        
11074367        20140283027    
11074367        20170201518    
11074367        20040111359    
11074367        20160370954    
11074367        10558821       
11074367        20040186912    
11074367        8571909        
11074367        7302569        
11074367        20130004933    
11074367        20170161520    
11074367        8646072        
11074367        20190332807    
11074367        10776518       
11074367        7716242        
11074367        10521623       
11074367        7219066        
11074367        8819617        
11074367        20170177324    
11074367        10440062       
11074367        6996807        
11074367        10204154       
11074367        9898769        
11074367        6980987        
11074367        20170269791    
11074367        20120084151    
11074367        9177293        
11074367        20050022198    
11074367        8893078        
11074367        20130298071    
11074367        7849143        
11074367        8010612        
11074367        9477942        
11074367        20100121773    
11074367        9349016        
11074367        6272631        
11074367        20110252456    
11074367        20160048700    
11074367        8875232        
11074367        9411982        
11074367        20110191664    
11074367        8918392        
11074367        7584505        
11074367        10791150       
11074367        10430608       
11074367        20160164915    
11074367        20100082533    
11074367        5329447        
11074367        7665073        
11074367        20120239557    
11074367        10324960       
11074367        20060149730    
11074367        10567517       
11074367        20050114343    
11074367        9076231        
11074367        20130326112    
11074367        9654541        
11074367        7313825        
11074367        8893297        
11074367        20180039975    
11074367        7340776        
11074367        20080235177    
11074367        20160063567    
11074367        9230036        
11074367        5913214        
11074367        8812752        
11074367        9384357        
11074367        20130219459    
11074367        20180351888    
11074367        8612420        
11074367        20170093917    
11074367        20070179793    
11074367        9123339        
11074367        20160381064    
11074367        10257127       
11074367        10073924       
11074367        8010720        
11074367        8793809        
11074367        7287280        
11074367        9077736        
11074367        9678794        
11074367        7133845        
11074367        9665733        
11074367        9509702        
11074367        9721078        
11074367        20070266420    
11074367        20200137097    
11074367        8346929        
11074367        8914342        
11074367        9111105        
11074367        20080047016    
11074367        6662357        
11074367        7587749        
11074367        20150012363    
11074367        8693689        
11074367        20180365720    
11074367        9691090        
11074367        9607041        
11074367        5761529        
11074367        20160261631    
11074367        6662192        
11074367        20160330237    
11074367        20020103854    
11074367        7853468        
11074367        9760697        
11074367        20160232534    
11074367        10726153       
11074367        7904487        
11074367        10275614       
11074367        9032067        
11074367        20070283171    
11074367        20050246292    
11074367        20100287114    
11074367        20180198614    
11074367        8661036        
11074367        20190156058    
11074367        7853470        
11074367        6240416        
11074367        20140244375    
11074367        10503926       
11074367        9729583        
11074367        20200220901    
11074367        20100268932    
11074367        9355157        
11074367        20180091476    
11074367        20150172296    
11074367        20160196189    
11074367        6484180        
11074367        9264443        
11074367        8812766        
11074367        20140258093    
11074367        8099709        
11074367        20190362169    
11074367        7213233        
11074367        7234065        
11074367        8069471        
11074367        8949137        
11074367        20120254320    
11074367        10972509       
11074367        8700699        
11074367        9043217        
11074367        9804649        
11074367        9350718        
11074367        20130018954    
11074367        7707224        
11074367        9811532        
11074367        10061847       
11074367        20110010202    
11074367        20130282466    
11074367        7315849        
11074367        7017105        
11074367        8930896        
11074367        20140164476    
11074367        20130171968    
11074367        8973108        
11074367        7801758        
