ID              Name                                     Data                 Title                    
8819617         Koenig, et al.                           August 26, 2014      System and method for providing access to data in a plurality of software development systems

8826446         Liu, et al.                              September 2, 2014    System and method for applying privacy settings to a plurality of applications

8832649         Bishop, et al.                           September 9, 2014    Systems and methods for augmenting the functionality of a monitoring node without recompiling

8832854         Staddon, et al.                          September 9, 2014    System and method for privacy setting differentiation detection

8839232         Taylor, et al.                           September 16, 2014   Customer relationship management portal system and method

8843487         McGraw, et al.                           September 23, 2014   Process and method for data assurance management by applying data assurance metrics

8856534         Khosravi, et al.                         October 7, 2014      Method and apparatus for secure scan of data storage device from remote server

8862507         Sandhu, et al.                           October 14, 2014     System and method for conducting web-based financial transactions in capital markets

8875232         Blom, et al.                             October 28, 2014     User authentication      

8893078         Schaude, et al.                          November 18, 2014    Simplified business object model for a user interface

8893286         Oliver                                   November 18, 2014    Systems and methods for preventing fraudulent activity associated with typo-squatting procedures

8893297         Eversoll, et al.                         November 18, 2014    Personal data management system with sharing revocation

8904494         Kindler, et al.                          December 2, 2014     System and method to facilitate compliance with COPPA for website registration

8914263         Shimada, et al.                          December 16, 2014    Information processing apparatus, information processing method and computer readable medium for assessment of event influence

8914299         Pesci-Anderson, et al.                   December 16, 2014    System and method for compliance and operations management

8914342         Kalaboukis, et al.                       December 16, 2014    Personal data platform   

8914902         Moritz, et al.                           December 16, 2014    Method for user privacy protection

8918306         Cashman, et al.                          December 23, 2014    System and method for providing dynamic insurance portal transaction authentication and authorization

8918392         Brooker, et al.                          December 23, 2014    Data storage mapping and management

8918632         Sartor                                   December 23, 2014    Methods for analyzing application privacy and devices thereof

8930896         Wiggins                                  January 6, 2015      Data anonymity and separation for user computation

8930897         Nassar                                   January 6, 2015      Data integration tool    

8935198         Phillips, et al.                         January 13, 2015     Analysis and prediction of data using clusterization

8935266         Wu                                       January 13, 2015     Investigative identity data search algorithm

8935342         Patel                                    January 13, 2015     Method for detecting and unsubscribing an address from a series of subscriptions

8935804         Clark, et al.                            January 13, 2015     Rules-based data access systems and methods

8938221         Brazier, et al.                          January 20, 2015     System and method for providing a callback cloud

8943076         Stewart, et al.                          January 27, 2015     System to automate mapping of variables between business process applications and method therefor

8943548         Drokov, et al.                           January 27, 2015     System and method for dynamic multifactor authentication

8949137         Crapo, et al.                            February 3, 2015     Managing patient consent in a master patient index

8955038         Nicodemus, et al.                        February 10, 2015    Methods and systems for controlling access to computing resources based on known security vulnerabilities

8959568         Hudis, et al.                            February 17, 2015    Enterprise security assessment sharing

8959584         Piliouras                                February 17, 2015    Systems and methods for universal enhanced log-in, identity document verification and dedicated survey participation

8966575         McQuay, et al.                           February 24, 2015    Methods, software, and devices for automatically scoring privacy protection measures

8966597         Saylor, et al.                           February 24, 2015    Electronic signatures    

8973108         Roth, et al.                             March 3, 2015        Use of metadata for computing resource access

8977234         Chava                                    March 10, 2015       Using low-cost tags to facilitate mobile transactions

8977643         Schindlauer, et al.                      March 10, 2015       Dynamic asset monitoring and management using a continuous event processing platform

8978158         Rajkumar, et al.                         March 10, 2015       Privacy management across multiple devices

8983972         Kriebel, et al.                          March 17, 2015       Collection and reporting of customer survey data

8984031         Todd                                     March 17, 2015       Managing data storage for databases based on application awareness

8990933         Magdalin                                 March 24, 2015       Securing networks against spear phishing attacks

8996417         Channakeshava                            March 31, 2015       Method and system for automatically obtaining and categorizing cash transaction data using a mobile computing system

8996480         Agarwala, et al.                         March 31, 2015       Method and apparatus for optimizing data storage

8997213         Papakipos, et al.                        March 31, 2015       Protecting personal information upon sharing a personal computing device

9003295         Baschy                                   April 7, 2015        User interface driven access control system and method

9003552         Goodwin, et al.                          April 7, 2015        Online privacy management

9009851         Droste, et al.                           April 14, 2015       Virtual machine for processing medical data

9021469         Hilerio, et al.                          April 28, 2015       Web application pinning including task bar pinning

9026526         Bau, et al.                              May 5, 2015          Providing images of named resources in response to a search query

9030987         Bianchetti, et al.                       May 12, 2015         Systems and methods for transmission of uninterrupted radio, television programs and additional data services through wireless networks

9032067         Prasad, et al.                           May 12, 2015         Determining differences in an event-driven application accessed in different client-tier environments

9043217         Cashman, et al.                          May 26, 2015         Medical kiosk and method of use

9043480         Barton, et al.                           May 26, 2015         Policy-based application management

9047463         Porras                                   June 2, 2015         Method and system for protecting data flow at a mobile device

9047582         Hutchinson, et al.                       June 2, 2015         Methods and systems for managing enterprise assets

9049314         Pugh, et al.                             June 2, 2015         Dynamically and customizably managing data in compliance with privacy and security standards

9055071         Gates, et al.                            June 9, 2015         Automated false statement alerts

9058590         Criddle, et al.                          June 16, 2015        Content upload safety tool

9064033         Jin, et al.                              June 23, 2015        Intelligent decision support for consent management

9069940         Hars                                     June 30, 2015        Secure host authentication using symmetric key cryptography

9076231         Hill, et al.                             July 7, 2015         Techniques for displaying content on a display to reduce screenshot quality

9077736         Werth, et al.                            July 7, 2015         Systems and methods for providing a client agent for delivery of remote services

9081952         Sagi, et al.                             July 14, 2015        Systems and methods for providing secure electronic document storage, retrieval and use with electronic user identity verification

9092796         Eversoll, et al.                         July 28, 2015        Personal data management system with global data store

9094434         Williams, et al.                         July 28, 2015        System and method for automated policy audit and remediation management

9098515         Richter, et al.                          August 4, 2015       Data destruction mechanisms

9100778         Stogaitis, et al.                        August 4, 2015       Determining a WiFi scan location

9106691         Burger, et al.                           August 11, 2015      Systems and methods of identity protection and management

9111105         Barton, et al.                           August 18, 2015      Policy-based application management

9111295         Tietzen, et al.                          August 18, 2015      Program, system and method for linking community programs and merchants in a marketing program

9123339         Shaw, et al.                             September 1, 2015    Speech recognition using repeated utterances

9129311         Schoen, et al.                           September 8, 2015    Social networking system data exchange

9135261         Maunder, et al.                          September 15, 2015   Systems and methods for facilitating data discovery

9135444         Carter, et al.                           September 15, 2015   Trusted platform module (TPM) assisted data center management

9141823         Dawson                                   September 22, 2015   Abstraction layer for default encryption with orthogonal encryption logic session object; and automated authentication, with a method for online litigation

9152820         Pauley, Jr., et al.                      October 6, 2015      Method and apparatus for cookie anonymization and rejection

9154514         Prakash                                  October 6, 2015      Systems and methods for electronic message analysis

9154556         Dotan, et al.                            October 6, 2015      Managing access to a limited number of computerized sessions

9158655         Wadhwani, et al.                         October 13, 2015     Computer development assessment system

9170996         Lovric, et al.                           October 27, 2015     Content interchange bus  

9172706         Krishnamurthy, et al.                    October 27, 2015     Tailored protection of personally identifiable information

9177293         Gagnon, et al.                           November 3, 2015     Spam filtering system and method

9178901         Xue, et al.                              November 3, 2015     Malicious uniform resource locator detection

9183100         Gventer, et al.                          November 10, 2015    Systems for identifying customer personal information on electronic devices

9189642         Perlman                                  November 17, 2015    Safe processing of on-demand delete requests

9201572         Lyon, et al.                             December 1, 2015     A/B test configuration environment

9201770         Duerk                                    December 1, 2015     A/B testing of installed graphical user interfaces

9202085         Mawdsley, et al.                         December 1, 2015     Private information storage system

9215076         Roth, et al.                             December 15, 2015    Key generation for hierarchical data access

9215252         Smith, et al.                            December 15, 2015    Methods and apparatus to identify privacy relevant correlations between data values

9224009         Liu, et al.                              December 29, 2015    System and method for applying privacy settings to a plurality of applications

9230036         Davis                                    January 5, 2016      Enhanced browser cookie management

9231935         Bridge, et al.                           January 5, 2016      Background auto-submit of login credentials

9232040         Barash, et al.                           January 5, 2016      Community-based response system

9235476         McHugh, et al.                           January 12, 2016     System and method for logical deletion of stored data objects

9240987         Barrett-Bowen, et al.                    January 19, 2016     Separate privacy setting control of multiple communication clients of a user

9241259         Daniela, et al.                          January 19, 2016     Method and apparatus for managing the transfer of sensitive information to mobile devices

9245126         Christodorescu, et al.                   January 26, 2016     Protection of user data in hosted application environments

9253609         Hosier, Jr.                              February 2, 2016     Online systems and methods for advancing information organization sharing and collective action

9264443         Weisman                                  February 16, 2016    Browser based method of assessing web application vulnerability

9280581         Grimes, et al.                           March 8, 2016        Method and system for determination of data completeness for analytic data calculations

9286282         Ling, III, et al.                        March 15, 2016       Obtaining data from abandoned electronic forms

9288118         Pattan                                   March 15, 2016       Setting cookies across applications

9288556         Kim, et al.                              March 15, 2016       Method and apparatus for measuring body balance of wearable device

9317697         Maier, et al.                            April 19, 2016       Processing of restricted access data

9317715         Schuette, et al.                         April 19, 2016       Data protection compliant deletion of personally identifiable information

9336324         Lomme, et al.                            May 10, 2016         Intelligent caching for security trimming

9336332         Davis, et al.                            May 10, 2016         Programmatic data discovery platforms for computing applications

9336400         Milman, et al.                           May 10, 2016         Information asset placer 

9338188         Ahn                                      May 10, 2016         User agent to exercise privacy control management in a user-centric identity management system

9344297         Shah, et al.                             May 17, 2016         Systems and methods for email response prediction

9344424         Tenenboym, et al.                        May 17, 2016         Authorizing access by a third party to a service from a service provider

9344484         Ferris                                   May 17, 2016         Determining consistencies in staged replication data to improve data migration efficiency in cloud based networks

9348802         Massand                                  May 24, 2016         System and method for synchronizing bi-directional document management

9348862         Kawecki, III                             May 24, 2016         Systems and methods for enhancing user data derived from digital communications

9349016         Brisebois, et al.                        May 24, 2016         System and method for user-context-based data loss prevention

9350718         Sondhi, et al.                           May 24, 2016         Using representational state transfer (REST) for consent management

9355157         Mohammed, et al.                         May 31, 2016         Information targeting systems and methods

9356961         Todd, et al.                             May 31, 2016         Privacy scoring for cloud services

9369488         Woods, et al.                            June 14, 2016        Policy enforcement using natural language processing

9384199         Thereska, et al.                         July 5, 2016         Distributed file system  

9384357         Patil, et al.                            July 5, 2016         Providing application privacy information

9386104         Adams, et al.                            July 5, 2016         Preventing extraction of secret information over a compromised encrypted connection

9396332         Abrams, et al.                           July 19, 2016        Risk assessment modeling 

9401900         LeVasseur, et al.                        July 26, 2016        Secure electronic mail system with thread/conversation opt out

9411967         Parecki, et al.                          August 9, 2016       Systems and methods for managing location data and providing a privacy framework

9411982         Dippenaar, et al.                        August 9, 2016       Enabling transfer of digital assets

9417859         Gounares, et al.                         August 16, 2016      Purity analysis using white list/black list analysis

9424021         Zamir                                    August 23, 2016      Capturing updates to applications and operating systems

9426177         Wang, et al.                             August 23, 2016      Method and apparatus for detecting security vulnerability for animation source file

9450940         Belov, et al.                            September 20, 2016   Intelligent system for enabling automated secondary authorization for service requests in an agile information technology environment

9460136         Todd, et al.                             October 4, 2016      Managing databases in data storage systems

9460171         Marrelli, et al.                         October 4, 2016      Processing data in data migration

9460307         Breslau, et al.                          October 4, 2016      Managing sensitive data in cloud computing environments

9462009         Kolman, et al.                           October 4, 2016      Detecting risky domains  

9465702         Gventer, et al.                          October 11, 2016     System and method for auditing removal of customer personal information on electronic devices

9465800         Lacey                                    October 11, 2016     Systems and methods for sharing verified identity documents

9473446         Vijay, et al.                            October 18, 2016     Personalized delivery time optimization

9473535         Sartor                                   October 18, 2016     Methods and devices for analyzing user privacy based on a user's online presence

9477523         Warman, et al.                           October 25, 2016     Scheduling data access jobs based on job priority and predicted execution time using historical execution data

9477660         Scott, et al.                            October 25, 2016     Privacy compliance in data retrieval

9477942         Adachi, et al.                           October 25, 2016     Collaborative data entry 

9483659         Bao, et al.                              November 1, 2016     Instant personalization security

9489366         Scott, et al.                            November 8, 2016     Interactive synchronization of web data and spreadsheets

9501523         Hyatt, et al.                            November 22, 2016    Relationship collaboration system

9507960         Bell, et al.                             November 29, 2016    Systems and methods for automated data privacy compliance

9509674         Nasserbakht, et al.                      November 29, 2016    Information security and privacy system and method

9509702         Grigg, et al.                            November 29, 2016    Self-selected user access based on specific authentication types

9521166         Wilson                                   December 13, 2016    Systems and methods for testing online systems and content

9524500         Dave, et al.                             December 20, 2016    Transferring assets      

9529989         Kling, et al.                            December 27, 2016    Access requests at IAM system implementing IAM data model

9536108         Powell, et al.                           January 3, 2017      Method and apparatus for generating privacy profiles

9537546         Cordeiro, et al.                         January 3, 2017      Implementing MIMO in mmWave wireless communication systems

9542568         Francis, et al.                          January 10, 2017     Systems and methods for enforcing third party oversight of data anonymization

9549047         Fredinburg, et al.                       January 17, 2017     Initiating a client-side user model

9552395         Bayer, et al.                            January 24, 2017     Methods, systems, and media for presenting recommended media content items

9552470         Turgeman, et al.                         January 24, 2017     Method, device, and system of generating fraud-alerts for cyber-attacks

9553918         Manion, et al.                           January 24, 2017     Stateful and stateless cookie operations servers

9558497         Carvalho                                 January 31, 2017     System and method for internet domain name fraud risk assessment

9569752         Deering, et al.                          February 14, 2017    Providing parameterized actionable communication messages via an electronic communication

9571509         Satish, et al.                           February 14, 2017    Systems and methods for identifying variants of samples based on similarity analysis

9571526         Sartor                                   February 14, 2017    Methods and devices for analyzing user privacy based on a user's online presence

9571559         Raleigh, et al.                          February 14, 2017    Enhanced curfew and protection associated with a device group

9571991         Brizendine, et al.                       February 14, 2017    Opt-in tracking across messaging application platforms

9578173         Sanghavi, et al.                         February 21, 2017    Virtual assistant aided communication with 3.sup.rd party service in a communication session

9582681         Mishra                                   February 28, 2017    Method and apparatus for privacy protection in images

9584964         Pelkey                                   February 28, 2017    Enforcement of proximity based policies

9589110         Carey, et al.                            March 7, 2017        Information security systems and methods

9600181         Patel, et al.                            March 21, 2017       Live configurable storage

9602529         Jones, et al.                            March 21, 2017       Threat modeling and analysis

9606971         Seolas, et al.                           March 28, 2017       Rule-based validation of websites

9607041         Himmelstein                              March 28, 2017       System and method for efficiently accessing internet resources

9619652         Slater                                   April 11, 2017       System, method and computer program product for determining a risk score for an entity

9619661         Finkelstein                              April 11, 2017       Personal information data manager

9621357         Williams, et al.                         April 11, 2017       System and method for providing consent management

9621566         Gupta, et al.                            April 11, 2017       System and method for detecting phishing webpages

9626124         Lipinski, et al.                         April 18, 2017       Direct-attached/network-attached storage device

9642008         Wyatt, et al.                            May 2, 2017          System and method for creating and assigning a policy for a mobile communications device based on personal data

9646095         Gottlieb, et al.                         May 9, 2017          Systems and methods for generating and maintaining internet user profile data

9648036         Seiver, et al.                           May 9, 2017          Systems for network risk assessment including processing of user access rights associated with a network of devices

9652314         Mahiddini                                May 16, 2017         Dynamic application programming interface publication for providing web services

9654506         Barrett                                  May 16, 2017         Managing and accounting for privacy settings through tiered cookie set access

9654541         Kapczynski, et al.                       May 16, 2017         Aggregating user web browsing data

9665722         Nagasundaram, et al.                     May 30, 2017         Privacy firewall         

9665733         Sills, et al.                            May 30, 2017         Setting access controls for a content item

9672053         Tang, et al.                             June 6, 2017         Service request processing

9672355         Titonis, et al.                          June 6, 2017         Automated behavioral and static analysis using an instrumented sandbox and machine learning classification for mobile security

9678794         Barrett, et al.                          June 13, 2017        Techniques for processing queries relating to task-completion times or cross-data-structure interactions

9691090         Barday                                   June 27, 2017        Data processing systems and methods for operationalizing privacy compliance and assessing the risk of various respective privacy campaigns

9704103         Suskind, et al.                          July 11, 2017        Digital companions for human users

9705840         Pujare, et al.                           July 11, 2017        Automation platform for hub-based system federating disparate unified communications systems

9705880         Siris                                    July 11, 2017        Systems, methods, and computer program products for data governance and licensing

9721078         Cornick, et al.                          August 1, 2017       System and method for user enrollment in a secure biometric verification system

9721108         Krishnamurthy, et al.                    August 1, 2017       Tailored protection of personally identifiable information

9727751         Oliver, et al.                           August 8, 2017       Method and apparatus for applying privacy policies to structured data

9729583         Barday                                   August 8, 2017       Data processing systems and methods for performing privacy assessments and monitoring of new versions of computer code for privacy compliance

9734255         Jiang                                    August 15, 2017      Ubiquitous personalized learning evaluation network using 2D barcodes

9740985         Byron, et al.                            August 22, 2017      Rating difficulty of questions

9740987         Dolan                                    August 22, 2017      Generation of computer-based discovery avatars based on tokenization of prioritized source data

9749408         Subramani, et al.                        August 29, 2017      Techniques for managing unsynchronized content items at unlinked devices

9760620         Nachnani, et al.                         September 12, 2017   Confidently adding snippets of search results to clusters of objects

9760635         Bliss, et al.                            September 12, 2017   Dynamic search engine for an industrial environment

9760697         Walker                                   September 12, 2017   Secure interactive electronic vault with dynamic access controls

9760849         Vinnakota, et al.                        September 12, 2017   Assessing an information security governance of an enterprise

9762553         Ford, et al.                             September 12, 2017   Systems and methods of secure data exchange

9767202         Darby, et al.                            September 19, 2017   Linking content files    

9767309         Patel, et al.                            September 19, 2017   Access control system for implementing access restrictions of regulated database records while identifying and providing indicators of regulated database records matching validation criteria

9769124         Yan                                      September 19, 2017   Method and apparatus for providing access control to shared data based on trust level

9785795         Grondin, et al.                          October 10, 2017     Identifying and securing sensitive data at its source

9798749         Saner                                    October 24, 2017     Multiple user profile cleaner

9798826         Wilson, et al.                           October 24, 2017     History-based tracking of user preference settings

9800605         Baikalov, et al.                         October 24, 2017     Risk scoring for threat assessment

9800606         Yumer                                    October 24, 2017     Systems and methods for evaluating network security

9804649         Cohen, et al.                            October 31, 2017     Systems and methods of remote communication

9804928         Davis, et al.                            October 31, 2017     Restoring an archived file in a distributed filesystem

9805381         Frank, et al.                            October 31, 2017     Crowd-based scores for food from measurements of affective response

9811532         Parkison, et al.                         November 7, 2017     Executing a cloud command for a distributed filesystem

9817850         Dubbels, et al.                          November 14, 2017    Auditing database access in a distributed medical computing environment

9817978         Marsh, et al.                            November 14, 2017    Systems and methods for implementing modular computer system security solutions

9825928         Lelcuk, et al.                           November 21, 2017    Techniques for optimizing authentication challenges for detection of malicious attacks

9832633         Gerber, Jr., et al.                      November 28, 2017    System and method for location privacy and location information management over wireless systems

9836598         Iyer, et al.                             December 5, 2017     User activity monitoring 

9838407         Oprea, et al.                            December 5, 2017     Detection of malicious web activity in enterprise computer networks

9838839         Vudali, et al.                           December 5, 2017     Repackaging media content data with anonymous identifiers

9842042         Chhatwal, et al.                         December 12, 2017    Datacenter management computing system

9842349         Sawczuk, et al.                          December 12, 2017    System and method for preference determination

9848005         Ardeli, et al.                           December 19, 2017    Client reputation driven role-based access control

9852150         Sharpe, et al.                           December 26, 2017    Avoiding client timeouts in a distributed filesystem

9853959         Kapczynski, et al.                       December 26, 2017    Storage and maintenance of personal data

9860226         Thormaehlen                              January 2, 2018      Sensitive information cloud service

9864735         Lamprecht                                January 9, 2018      In-domain webpage editing

9877138         Franklin                                 January 23, 2018     Method and system for localized data retrieval

9882935         Barday                                   January 30, 2018     Data processing systems and methods for performing privacy assessments and monitoring of new versions of computer code for privacy compliance

9887965         Kay, et al.                              February 6, 2018     Method and system for browser identity

9892441         Barday                                   February 13, 2018    Data processing systems and methods for operationalizing privacy compliance and assessing the risk of various respective privacy campaigns

9892442         Barday                                   February 13, 2018    Data processing systems and methods for efficiently assessing the risk of privacy campaigns

9892443         Barday                                   February 13, 2018    Data processing systems for modifying privacy campaign data via electronic messaging systems

9892444         Barday                                   February 13, 2018    Data processing systems and communication systems and methods for the efficient generation of privacy risk assessments

9894076         Li, et al.                               February 13, 2018    Data protection and sharing

9898613         Swerdlow, et al.                         February 20, 2018    Crowdsourcing privacy settings

9898769         Barday                                   February 20, 2018    Data processing systems and methods for operationalizing privacy compliance via integrated mobile applications

9912625         Mutha, et al.                            March 6, 2018        Storage and management of mail attachments

9912810         Segre, et al.                            March 6, 2018        System and method for chat automation

9916703         Levinson, et al.                         March 13, 2018       Calibration for autonomous vehicle operation

9922124         Rathod                                   March 20, 2018       Enable user to establish request data specific connections with other users of network(s) for communication, participation and collaboration

9923927         McClintock, et al.                       March 20, 2018       Methods and systems for enabling access control based on credential properties

9928379         Hoffer                                   March 27, 2018       Methods using mediation software for rapid health care support over a secured wireless network; methods of composition; and computer program products therefor

9934544         Whitfield, et al.                        April 3, 2018        Secure consent management system

9936127         Todasco                                  April 3, 2018        Systems and methods for providing attention directing functions in an image capturing device

9942244         Lahoz, et al.                            April 10, 2018       Secure service for receiving sensitive information through nested iframes

9942276         Sartor                                   April 10, 2018       Generating a privacy rating for an application or website

9946897         Lovin                                    April 17, 2018       Data privacy management system and method

9948663         Wang, et al.                             April 17, 2018       Systems and methods for predicting security threat attacks

9953189         Cook, et al.                             April 24, 2018       Managing configurations of computing terminals

9959551         Schermerhorn, et al.                     May 1, 2018          Customer-level cross-channel message planner

9959582         Sukman, et al.                           May 1, 2018          Intellectual property information retrieval

9961070         Tang                                     May 1, 2018          Strong authentication with feeder robot in a federated identity web environment

9973518         Lee, et al.                              May 15, 2018         Apparatus and method for checking message and user terminal

9973585         Ruback, et al.                           May 15, 2018         Methods, apparatus and systems for providing notice of digital tracking technologies in mobile apps on mobile devices, and for recording user consent in connection with same

9977904         Khan, et al.                             May 22, 2018         Systems and methods for automated detection of application vulnerabilities

9983936         Dornemann, et al.                        May 29, 2018         Virtual machine change block tracking

9984252         Pollard                                  May 29, 2018         Methods and systems for facilitating personal data propagation

9990499         Chan, et al.                             June 5, 2018         Dynamic security testing 

9992213         Sinnema                                  June 5, 2018         Risk-adaptive access control of an application action based on threat detection data

10001975        Bharthulwar                              June 19, 2018        Integrated system for software application development

10002064        Muske                                    June 19, 2018        Static analysis based efficient elimination of false positive

10007895        Vanasco                                  June 26, 2018        System and method for indexing, correlating, managing, referencing and syndicating identities and relationships across systems

10013577        Beaumont, et al.                         July 3, 2018         Data processing systems for identifying whether cookies contain personally identifying information

10015164        Hamburg, et al.                          July 3, 2018         Modules to securely provision an asset to a target device

10019339        von Hanxleden, et al.                    July 10, 2018        Sequentially constructive model of computation

10019588        Garcia, et al.                           July 10, 2018        Systems and/or methods for enabling cooperatively-completed rules-based data analytics of potentially sensitive data

10019591        Beguin                                   July 10, 2018        Low-latency media sharing

10019741        Hesselink                                July 10, 2018        Methods and systems for a personal multimedia content archive

10021143        Cabrera, et al.                          July 10, 2018        Method and apparatus for multi-tenancy secrets management in multiple data security jurisdiction zones

10025804        Vranyes, et al.                          July 17, 2018        Systems and methods for aggregating information-asset metadata from multiple disparate data-management systems

10028226        Ayyagari, et al.                         July 17, 2018        Efficient usage of internet services on mobile devices

10032172        Barday                                   July 24, 2018        Data processing systems for measuring privacy maturity within an organization

10044761        Ducatel, et al.                          August 7, 2018       User authentication based on user characteristic authentication rules

10055426        Arasan, et al.                           August 21, 2018      System and method transforming source data into output data in big data environments

10061847        Mohammed, et al.                         August 28, 2018      Information targeting systems and methods

10069914        Smith                                    September 4, 2018    Distributed storage system for long term data storage

10073924        Karp, et al.                             September 11, 2018   User specific visual identity control across multiple platforms

10075451        Hall, et al.                             September 11, 2018   Methods and systems for user opt-in to data privacy agreements

10091214        Godlewski, et al.                        October 2, 2018      Malware warning          

10091312        Khanwalkar, et al.                       October 2, 2018      Data structures for intelligently resolving deterministic and probabilistic device identifiers to device profiles and/or groups

10102533        Barday                                   October 16, 2018     Data processing and communications systems and methods for the efficient implementation of privacy by design

10108409        Pirzadeh, et al.                         October 23, 2018     Systems and methods for updatable applets

10122663        Hu, et al.                               November 6, 2018     Proxy email server for routing messages

10122760        Terrill, et al.                          November 6, 2018     Computer network security system

10127403        Kong, et al.                             November 13, 2018    Computing system with privacy control mechanism and method of operation thereof

10129211        Heath                                    November 13, 2018    Methods and/or systems for an online and/or mobile privacy and/or security encryption technologies used in cloud computing with the combination of data mining and/or encryption of user's personal data and/or location data for marketing of internet posted promotions, social messaging or offers using multiple devices, browsers, operating systems, networks, fiber optic communications, multichannel platforms

10140666        Wang, et al.                             November 27, 2018    System and method for targeted data gathering for tax preparation

10142113        Zaidi, et al.                            November 27, 2018    Identifying and maintaining secure communications

10158676        Barday                                   December 18, 2018    Data processing systems and methods for performing privacy assessments and monitoring of new versions of computer code for privacy compliance

10165011        Barday                                   December 25, 2018    Data processing systems and methods for performing privacy assessments and monitoring of new versions of computer code for privacy compliance

10169762        Ogawa                                    January 1, 2019      Risk analysis device, risk analysis method and program storage medium

10176503        Barday, et al.                           January 8, 2019      Data processing systems and methods for efficiently assessing the risk of privacy campaigns

10181043        Pauley, Jr., et al.                      January 15, 2019     Method and apparatus for cookie validation and scoring

10181051        Barday, et al.                           January 15, 2019     Data processing systems for generating and populating a data inventory for processing data access requests

10187363        Smirnoff, et al.                         January 22, 2019     Hybrid integration of software development kit with secure execution environment

10204154        Barday, et al.                           February 12, 2019    Data processing systems for generating and populating a data inventory

10212175        Seul, et al.                             February 19, 2019    Attracting and analyzing spam postings

10223533        Dawson                                   March 5, 2019        Systems and methods for analysis of cross-site scripting vulnerabilities

10250594        Chathoth, et al.                         April 2, 2019        Declarative techniques for transaction-specific authentication

10255602        Wang                                     April 9, 2019        Location-based verification for predicting user trustworthiness

10257127        Dotan-Cohen, et al.                      April 9, 2019        Email personalization    

10257181        Sherif, et al.                           April 9, 2019        Methods and processes for utilizing information collected for enhanced verification

10268838        Yadgiri, et al.                          April 23, 2019       Consent handling during data harvesting

10275614        Barday, et al.                           April 30, 2019       Data processing systems for generating and populating a data inventory

10282370        Barday, et al.                           May 7, 2019          Data processing systems for generating and populating a data inventory

10284604        Barday, et al.                           May 7, 2019          Data processing and scanning systems for generating and populating a data inventory

10289857        Brinskelle                               May 14, 2019         Enforcement of same origin policy for sensitive data

10289866        Barday, et al.                           May 14, 2019         Data processing systems for fulfilling data subject access requests and related methods

10289867        Barday, et al.                           May 14, 2019         Data processing systems for webform crawling to map processing activities and related methods

10289870        Barday, et al.                           May 14, 2019         Data processing systems for fulfilling data subject access requests and related methods

10304442        Rudden, et al.                           May 28, 2019         Identifying digital private information and preventing privacy violations

10310723        Rathod                                   June 4, 2019         Presenting plurality types of interfaces and functions for conducting various activities

10311042        Kumar                                    June 4, 2019         Organically managing primary and secondary storage of a data object based on expiry timeframe supplied by a user of the data object

10311475        Yuasa                                    June 4, 2019         Digital information gathering and analyzing method and apparatus

10311492        Gelfenbeyn, et al.                       June 4, 2019         Enhancing functionalities of virtual assistants and dialog systems via plugin marketplace

10318761        Barday, et al.                           June 11, 2019        Data processing systems and methods for auditing data request compliance

10324960        Skvortsov, et al.                        June 18, 2019        Determining a number of unique viewers of a content item

10326768        VerWeyst, et al.                         June 18, 2019        Access control for enterprise knowledge

10333975        Soman, et al.                            June 25, 2019        Enhanced computing system security using a secure browser

10346186        Kalyanpur                                July 9, 2019         System and method for simulating internet browsing system for user without graphical user interface

10346635        Kumar, et al.                            July 9, 2019         System and method for data management and task routing based on data tagging

10346638        Barday, et al.                           July 9, 2019         Data processing systems for identifying and modifying processes that are subject to data subject access requests

10348726        Caluwaert                                July 9, 2019         Online identity verification platform and process

10353673        Barday, et al.                           July 16, 2019        Data processing systems for integration of consumer feedback with data subject access requests and related methods

10361857        Woo                                      July 23, 2019        Electronic stamp system for security intensification, control method thereof, and non-transitory computer readable storage medium having computer program recorded thereon

10373119        Driscoll, et al.                         August 6, 2019       Checklist generation     

10373409        White, et al.                            August 6, 2019       Identification scan in compliance with jurisdictional or other rules

10375115        Mallya                                   August 6, 2019       Compliance configuration management

10387559        Wendt, et al.                            August 20, 2019      Template-based identification of user interest

10387657        Belfiore, Jr., et al.                    August 20, 2019      Systems and methods for cybersecurity risk assessment

10387952        Sandhu, et al.                           August 20, 2019      System and method for conducting web-based financial transactions in capital markets

10395201        Vescio                                   August 27, 2019      Method and system for risk measurement and modeling

10402545        Gorfein, et al.                          September 3, 2019    Systems and methods for managing data assets associated with peer-to-peer networks

10404729        Turgeman                                 September 3, 2019    Device, method, and system of generating fraud-alerts for cyber-attacks

10417401        Votaw, et al.                            September 17, 2019   Dynamic digital consent  

10430608        Peri, et al.                             October 1, 2019      Systems and methods of automated compliance with data privacy laws

